id,timestamp,team_id,mission_time,packet_count,altitude,pressure,temperature,voltage,gps_lat,gps_lon,gps_alt,gps_sats,pitch,yaw,roll,state,error_code,source
128,2026-06-19 15:08:40,2026,00:00:15,15,606.8,94245.0,21.1,4.17,28.62892,77.21501,822.8,10,0.0,36.0,228.7,ASCENT,0000,SIM
129,2026-06-19 15:08:41,2026,00:00:16,16,633.2,93945.0,20.9,4.17,28.62892,77.21501,849.2,10,-0.8,36.9,243.6,ASCENT,0000,SIM
130,2026-06-19 15:08:42,2026,00:00:17,17,657.2,93675.0,20.7,4.17,28.62892,77.21501,873.2,9,-1.7,41.2,256.9,ASCENT,0000,SIM
131,2026-06-19 15:08:43,2026,00:00:18,18,678.6,93434.0,20.6,4.16,28.62892,77.21501,894.6,11,-1.8,44.6,272.8,ASCENT,0000,SIM
132,2026-06-19 15:08:44,2026,00:00:19,19,697.3,93224.0,20.5,4.16,28.62892,77.21501,913.3,10,0.5,46.5,289.5,ASCENT,0000,SIM
133,2026-06-19 15:08:46,2026,00:00:20,20,713.3,93044.0,20.4,4.16,28.62892,77.21501,929.3,11,-2.3,48.4,303.2,ASCENT,0000,SIM
134,2026-06-19 15:08:47,2026,00:00:21,21,726.4,92897.0,20.3,4.16,28.62892,77.21501,942.4,9,0.0,50.0,318.8,ASCENT,0000,SIM
135,2026-06-19 15:08:48,2026,00:00:22,22,736.7,92782.0,20.2,4.16,28.62892,77.21501,952.7,9,2.3,49.8,336.0,ASCENT,0000,SIM
136,2026-06-19 15:08:49,2026,00:00:23,23,744.1,92700.0,20.2,4.15,28.62892,77.21501,960.1,9,-1.8,52.7,353.3,ASCENT,0000,SIM
137,2026-06-19 15:08:50,2026,00:00:24,24,748.5,92650.0,20.1,4.15,28.62892,77.21501,964.5,11,-0.1,55.9,6.4,ASCENT,0000,SIM
138,2026-06-19 15:08:51,2026,00:00:25,25,750.0,92634.0,20.1,4.15,28.62892,77.21501,966.0,11,-1.3,59.5,21.1,APEX,0000,SIM
139,2026-06-19 15:08:52,2026,00:00:26,26,750.0,92634.0,20.1,4.15,28.62892,77.21501,966.0,12,-1.3,59.5,21.1,DESCENT,1000,SIM
140,2026-06-19 15:08:53,2026,00:00:27,27,735.4,92796.0,20.2,4.15,28.62894,77.215045,951.4,12,11.7,59.6,22.9,DESCENT,1000,SIM
141,2026-06-19 15:08:54,2026,00:00:28,28,720.9,92959.0,20.3,4.14,28.62896,77.21508,936.9,10,11.5,58.5,27.5,DESCENT,1000,SIM
142,2026-06-19 15:08:55,2026,00:00:29,29,706.5,93121.0,20.4,4.14,28.62898,77.215115,922.5,11,8.5,60.0,30.5,DESCENT,1000,SIM
143,2026-06-19 15:08:56,2026,00:00:30,30,691.8,93285.0,20.5,4.14,28.629,77.21515,907.8,10,9.9,62.3,31.6,DESCENT,1000,SIM
144,2026-06-19 15:08:57,2026,00:00:31,31,677.2,93450.0,20.6,4.14,28.62902,77.215185,893.2,12,8.2,65.5,33.9,DESCENT,1000,SIM
145,2026-06-19 15:08:58,2026,00:00:32,32,662.8,93612.0,20.7,4.14,28.62904,77.21522,878.8,10,11.5,68.1,39.3,DESCENT,1000,SIM
146,2026-06-19 15:08:59,2026,00:00:33,33,648.4,93775.0,20.8,4.13,28.62906,77.215255,864.4,9,11.5,69.2,43.1,DESCENT,1000,SIM
147,2026-06-19 15:09:00,2026,00:00:34,34,634.0,93937.0,20.9,4.13,28.62908,77.21529,850.0,10,10.9,69.1,48.0,DESCENT,1000,SIM
148,2026-06-19 15:09:01,2026,00:00:35,35,619.3,94103.0,21.0,4.13,28.6291,77.215325,835.3,12,7.6,72.5,53.1,DESCENT,1000,SIM
149,2026-06-19 15:09:02,2026,00:00:36,36,604.7,94268.0,21.1,4.13,28.62912,77.21536,820.7,9,7.8,72.2,54.5,DESCENT,1000,SIM
150,2026-06-19 15:09:03,2026,00:00:37,37,590.4,94430.0,21.2,4.13,28.62914,77.215395,806.4,9,7.9,75.6,58.0,DESCENT,1000,SIM
151,2026-06-19 15:09:04,2026,00:00:38,38,581.5,94531.0,21.2,4.12,28.62916,77.21543,797.5,11,9.2,77.2,59.8,DESCENT,0000,SIM
152,2026-06-19 15:09:05,2026,00:00:39,39,572.7,94631.0,21.3,4.12,28.62918,77.215465,788.7,12,9.4,76.3,62.4,DESCENT,0000,SIM
153,2026-06-19 15:09:06,2026,00:00:40,40,563.8,94733.0,21.3,4.12,28.6292,77.2155,779.8,12,8.5,76.5,63.4,DESCENT,0000,SIM
154,2026-06-19 15:09:07,2026,00:00:41,41,554.9,94834.0,21.4,4.12,28.62922,77.215535,770.9,10,7.8,78.9,68.8,DESCENT,0000,SIM
155,2026-06-19 15:09:08,2026,00:00:42,42,545.9,94936.0,21.5,4.12,28.62924,77.21557,761.9,11,8.0,78.5,73.0,DESCENT,0001,SIM
156,2026-06-19 15:09:09,2026,00:00:43,43,537.0,95038.0,21.5,4.11,28.62926,77.215605,753.0,12,8.9,80.4,76.8,DESCENT,0001,SIM
157,2026-06-19 15:09:10,2026,00:00:44,44,528.2,95139.0,21.6,4.11,28.62928,77.21564,744.2,11,8.8,82.5,81.9,DESCENT,0001,SIM
158,2026-06-19 15:09:11,2026,00:00:45,45,519.3,95240.0,21.6,4.11,28.6293,77.215675,735.3,10,9.6,85.3,86.6,DESCENT,0001,SIM
159,2026-06-19 15:09:12,2026,00:00:46,46,510.4,95342.0,21.7,4.11,28.62932,77.21571,726.4,11,10.0,85.8,89.0,DESCENT,0001,SIM
160,2026-06-19 15:09:13,2026,00:00:47,47,501.3,95446.0,21.7,4.11,28.62934,77.215745,717.3,12,12.5,88.5,91.4,DESCENT,0001,SIM
161,2026-06-19 15:09:14,2026,00:00:48,48,492.4,95548.0,21.8,4.1,28.62936,77.21578,708.4,10,10.9,91.9,94.0,DESCENT,0001,SIM
162,2026-06-19 15:09:15,2026,00:00:49,49,483.5,95650.0,21.9,4.1,28.62938,77.215815,699.5,11,9.4,94.2,97.0,DESCENT,0001,SIM
163,2026-06-19 15:09:16,2026,00:00:50,50,467.0,95839.0,22.0,4.1,28.6294,77.21585,683.0,12,9.0,97.3,100.1,DESCENT,1001,SIM
164,2026-06-19 15:09:17,2026,00:00:51,51,450.4,96030.0,22.1,4.1,28.62942,77.215885,666.4,11,8.4,100.6,102.7,DESCENT,1001,SIM
165,2026-06-19 15:09:18,2026,00:00:52,52,433.8,96221.0,22.2,4.1,28.62944,77.21592,649.8,10,10.7,99.3,106.8,DESCENT,1001,SIM
166,2026-06-19 15:09:20,2026,00:00:53,53,417.3,96411.0,22.3,4.09,28.62946,77.215955,633.3,11,9.5,101.5,112.0,DESCENT,1001,SIM
167,2026-06-19 15:09:21,2026,00:00:54,54,400.9,96601.0,22.4,4.09,28.62948,77.21599,616.9,9,11.9,101.2,117.0,DESCENT,1011,SIM
168,2026-06-19 15:09:22,2026,00:00:55,55,384.3,96793.0,22.5,4.09,28.6295,77.216025,600.3,10,11.3,102.0,122.2,DESCENT,1011,SIM
169,2026-06-19 15:09:23,2026,00:00:56,56,367.8,96983.0,22.6,4.09,28.62952,77.21606,583.8,12,7.7,104.2,125.5,DESCENT,1011,SIM
170,2026-06-19 15:09:24,2026,00:00:57,57,351.3,97175.0,22.7,4.09,28.62954,77.216095,567.3,9,9.1,106.5,127.7,DESCENT,1011,SIM
171,2026-06-19 15:09:25,2026,00:00:58,58,334.7,97368.0,22.8,4.08,28.62956,77.21613,550.7,11,10.4,105.7,129.7,DESCENT,1011,SIM
172,2026-06-19 15:09:26,2026,00:00:59,59,318.2,97560.0,22.9,4.08,28.62956,77.21613,534.2,0,12.1,104.8,131.0,DESCENT,1111,SIM
173,2026-06-19 15:09:27,2026,00:01:00,60,301.6,97754.0,23.0,4.08,28.62956,77.21613,517.6,0,10.2,103.6,135.5,DESCENT,1111,SIM
174,2026-06-19 15:09:28,2026,00:01:01,61,285.2,97946.0,23.1,4.08,28.62956,77.21613,501.2,1,9.2,105.8,139.1,DESCENT,1111,SIM
175,2026-06-19 15:09:29,2026,00:01:02,62,276.1,98052.0,23.2,4.08,28.62958,77.216165,492.1,11,8.9,104.5,144.5,DESCENT,0000,SIM
176,2026-06-19 15:09:30,2026,00:01:03,63,266.9,98159.0,23.3,4.07,28.6296,77.2162,482.9,9,8.2,105.0,147.4,DESCENT,0000,SIM
177,2026-06-19 15:09:31,2026,00:01:04,64,257.8,98266.0,23.3,4.07,28.62962,77.216235,473.8,9,8.9,105.5,151.7,DESCENT,0000,SIM
178,2026-06-19 15:09:32,2026,00:01:05,65,248.7,98372.0,23.4,4.07,28.62964,77.21627,464.7,12,8.8,105.1,154.8,DESCENT,0000,SIM
179,2026-06-19 15:09:33,2026,00:01:06,66,239.7,98478.0,23.4,4.07,28.62966,77.216305,455.7,10,7.5,107.0,157.5,DESCENT,0000,SIM
180,2026-06-19 15:09:34,2026,00:01:07,67,230.8,98583.0,23.5,4.07,28.62968,77.21634,446.8,10,11.2,110.0,161.3,DESCENT,0000,SIM
181,2026-06-19 15:09:35,2026,00:01:08,68,221.9,98688.0,23.6,4.06,28.6297,77.216375,437.9,11,8.5,109.7,163.0,DESCENT,0000,SIM
182,2026-06-19 15:09:36,2026,00:01:09,69,212.9,98794.0,23.6,4.06,28.62972,77.21641,428.9,10,11.0,111.8,164.5,DESCENT,0000,SIM
183,2026-06-19 15:09:37,2026,00:01:10,70,203.7,98901.0,23.7,4.06,28.62974,77.216445,419.7,11,10.5,110.7,165.4,DESCENT,0000,SIM
184,2026-06-19 15:09:38,2026,00:01:11,71,194.9,99005.0,23.7,4.06,28.62976,77.21648,410.9,12,8.0,113.2,169.9,DESCENT,0000,SIM
185,2026-06-19 15:09:39,2026,00:01:12,72,186.0,99110.0,23.8,4.06,28.62978,77.216515,402.0,11,8.1,113.2,171.1,DESCENT,0000,SIM
186,2026-06-19 15:09:40,2026,00:01:13,73,177.0,99217.0,23.8,4.05,28.6298,77.21655,393.0,12,7.8,113.7,171.9,DESCENT,0000,SIM
187,2026-06-19 15:09:41,2026,00:01:14,74,167.9,99325.0,23.9,4.05,28.62982,77.216585,383.9,9,10.5,114.6,175.3,DESCENT,0000,SIM
188,2026-06-19 15:09:42,2026,00:01:15,75,158.8,99432.0,24.0,4.05,28.62984,77.21662,374.8,10,12.4,118.0,180.3,DESCENT,0000,SIM
189,2026-06-19 15:09:43,2026,00:01:16,76,150.0,99536.0,24.0,4.05,28.62986,77.216655,366.0,9,8.0,118.5,184.9,DESCENT,0000,SIM
190,2026-06-19 15:09:44,2026,00:01:17,77,141.0,99643.0,24.1,4.05,28.62988,77.21669,357.0,11,11.9,117.4,190.0,DESCENT,0000,SIM
191,2026-06-19 15:09:45,2026,00:01:18,78,131.9,99750.0,24.1,4.04,28.6299,77.216725,347.9,11,10.5,119.4,190.8,DESCENT,0000,SIM
192,2026-06-19 15:09:46,2026,00:01:19,79,122.9,99857.0,24.2,4.04,28.62992,77.21676,338.9,9,12.1,122.0,195.7,DESCENT,0000,SIM
193,2026-06-19 15:09:47,2026,00:01:20,80,114.0,99963.0,24.3,4.04,28.62994,77.216795,330.0,9,11.1,123.1,201.0,DESCENT,0000,SIM
194,2026-06-19 15:09:48,2026,00:01:21,81,104.9,100071.0,24.3,4.04,28.62996,77.21683,320.9,12,11.5,125.2,203.3,DESCENT,0000,SIM
195,2026-06-19 15:09:49,2026,00:01:22,82,95.8,100179.0,24.4,4.04,28.62998,77.216865,311.8,12,10.6,128.2,206.0,DESCENT,0000,SIM
196,2026-06-19 15:09:50,2026,00:01:23,83,86.7,100288.0,24.4,4.03,28.63,77.2169,302.7,10,11.6,127.6,210.7,DESCENT,0000,SIM
197,2026-06-19 15:09:51,2026,00:01:24,84,77.6,100397.0,24.5,4.03,28.63002,77.216935,293.6,11,9.9,128.3,215.2,DESCENT,0000,SIM
198,2026-06-19 15:09:52,2026,00:01:25,85,68.5,100504.0,24.6,4.03,28.63004,77.21697,284.5,12,10.6,131.2,220.4,DESCENT,0000,SIM
199,2026-06-19 15:09:53,2026,00:01:26,86,59.7,100610.0,24.6,4.03,28.63006,77.217005,275.7,9,11.2,133.0,221.5,DESCENT,0000,SIM
200,2026-06-19 15:09:55,2026,00:01:27,87,50.6,100718.0,24.7,4.03,28.63008,77.21704,266.6,12,7.8,135.3,224.7,DESCENT,0000,SIM
201,2026-06-19 15:09:56,2026,00:01:28,88,41.5,100827.0,24.7,4.02,28.6301,77.217075,257.5,10,8.6,137.8,229.8,DESCENT,0000,SIM
202,2026-06-19 15:09:57,2026,00:01:29,89,32.4,100937.0,24.8,4.02,28.63012,77.21711,248.4,12,7.6,137.8,232.0,DESCENT,0000,SIM
203,2026-06-19 15:09:58,2026,00:01:30,90,23.5,101043.0,24.8,4.02,28.63014,77.217145,239.5,10,8.4,138.1,235.6,DESCENT,0000,SIM
204,2026-06-19 15:09:59,2026,00:01:31,91,14.3,101154.0,24.9,4.02,28.63016,77.21718,230.3,10,10.3,138.7,238.2,DESCENT,0000,SIM
205,2026-06-19 15:10:00,2026,00:01:32,92,5.3,101262.0,25.0,4.02,28.63018,77.217215,221.3,12,10.2,139.7,242.1,DESCENT,0000,SIM
206,2026-06-19 15:10:01,2026,00:01:33,93,0.0,101325.0,25.0,4.01,28.6302,77.21725,216.0,11,7.9,138.7,242.9,LANDED,0000,SIM
207,2026-06-19 15:10:02,2026,00:01:34,94,0.0,101325.0,25.2,4.01,28.6302,77.21725,216.0,11,1.9,138.7,2.4,LANDED,0000,SIM
208,2026-06-19 15:10:03,2026,00:01:35,95,0.0,101330.0,24.9,4.01,28.6302,77.21725,216.0,9,-2.1,138.7,-2.5,LANDED,0000,SIM
209,2026-06-19 15:10:04,2026,00:01:36,96,0.0,101324.0,24.8,4.01,28.6302,77.21725,216.0,10,2.2,138.7,0.3,LANDED,0000,SIM
210,2026-06-19 15:10:05,2026,00:01:37,97,0.0,101326.0,25.0,4.01,28.6302,77.21725,216.0,11,0.9,138.7,0.3,LANDED,0000,SIM
211,2026-06-19 15:10:06,2026,00:01:38,98,0.0,101321.0,24.9,4.0,28.6302,77.21725,216.0,11,0.1,138.7,-2.1,LANDED,0000,SIM
212,2026-06-19 15:10:07,2026,00:01:39,99,0.0,101321.0,24.8,4.0,28.6302,77.21725,216.0,9,2.3,138.7,-1.8,LANDED,0000,SIM
213,2026-06-19 15:10:08,2026,00:01:40,100,0.0,101326.0,25.0,4.0,28.6302,77.21725,216.0,9,-1.4,138.7,-2.4,LANDED,0000,SIM
214,2026-06-19 15:10:09,2026,00:01:41,101,0.0,101328.0,25.0,4.0,28.6302,77.21725,216.0,12,1.8,138.7,2.4,LANDED,0000,SIM
215,2026-06-19 15:10:10,2026,00:01:42,102,0.0,101322.0,24.9,4.0,28.6302,77.21725,216.0,10,2.0,138.7,-0.3,LANDED,0000,SIM
216,2026-06-19 15:10:11,2026,00:01:43,103,0.0,101326.0,25.2,3.99,28.6302,77.21725,216.0,9,0.0,138.7,-1.6,LANDED,0000,SIM
217,2026-06-19 15:10:12,2026,00:01:44,104,0.0,101329.0,25.1,3.99,28.6302,77.21725,216.0,10,1.1,138.7,2.3,LANDED,0000,SIM
218,2026-06-19 15:10:13,2026,00:01:45,105,0.0,101323.0,25.1,3.99,28.6302,77.21725,216.0,10,-0.8,138.7,1.1,LANDED,0000,SIM
219,2026-06-19 15:10:14,2026,00:01:46,106,0.0,101328.0,25.2,3.99,28.6302,77.21725,216.0,9,2.0,138.7,2.3,LANDED,0000,SIM
220,2026-06-19 15:10:15,2026,00:01:47,107,0.0,101328.0,25.0,3.99,28.6302,77.21725,216.0,12,2.3,138.7,-1.2,LANDED,0000,SIM
221,2026-06-19 15:10:16,2026,00:01:48,108,0.0,101321.0,25.2,3.98,28.6302,77.21725,216.0,12,-1.4,138.7,2.3,LANDED,0000,SIM
222,2026-06-19 15:10:17,2026,00:01:49,109,0.0,101329.0,24.9,3.98,28.6302,77.21725,216.0,11,2.0,138.7,0.4,LANDED,0000,SIM
223,2026-06-19 15:10:18,2026,00:01:50,110,0.0,101322.0,25.2,3.98,28.6302,77.21725,216.0,11,-0.7,138.7,2.2,LANDED,0000,SIM
224,2026-06-19 16:18:33,2026,00:00:01,1,47.1,100761.0,24.7,4.2,28.62892,77.21501,263.1,11,-1.0,360.0,13.4,ASCENT,0000,SIM
225,2026-06-19 16:18:34,2026,00:00:02,2,94.0,100201.0,24.4,4.2,28.62892,77.21501,310.0,9,1.6,1.4,30.7,ASCENT,0000,SIM
226,2026-06-19 16:18:35,2026,00:00:03,3,140.5,99648.0,24.1,4.19,28.62892,77.21501,356.5,11,-1.6,2.6,48.0,ASCENT,0000,SIM
227,2026-06-19 16:18:36,2026,00:00:04,4,186.5,99104.0,23.8,4.19,28.62892,77.21501,402.5,12,1.0,3.7,62.9,ASCENT,0000,SIM
228,2026-06-19 16:18:37,2026,00:00:05,5,231.8,98572.0,23.5,4.19,28.62892,77.21501,447.8,12,0.1,3.9,80.4,ASCENT,0000,SIM
229,2026-06-19 16:18:38,2026,00:00:06,6,276.1,98052.0,23.2,4.19,28.62892,77.21501,492.1,10,0.3,5.0,96.5,ASCENT,0000,SIM
230,2026-06-19 16:18:39,2026,00:00:07,7,319.3,97547.0,22.9,4.19,28.62892,77.21501,535.3,12,-0.2,7.0,111.7,ASCENT,0000,SIM
231,2026-06-19 16:18:40,2026,00:00:08,8,361.3,97059.0,22.7,4.18,28.62892,77.21501,577.3,12,-2.4,7.3,125.0,ASCENT,0000,SIM
232,2026-06-19 16:18:41,2026,00:00:09,9,401.9,96589.0,22.4,4.18,28.62892,77.21501,617.9,11,-0.7,8.0,141.0,ASCENT,0000,SIM
233,2026-06-19 16:18:42,2026,00:00:10,10,440.8,96140.0,22.1,4.18,28.62892,77.21501,656.8,9,2.2,10.6,156.8,ASCENT,0000,SIM
234,2026-06-19 16:18:43,2026,00:00:11,11,478.1,95712.0,21.9,4.18,28.62892,77.21501,694.1,12,0.1,14.3,171.6,ASCENT,0000,SIM
235,2026-06-19 16:18:44,2026,00:00:12,12,513.4,95307.0,21.7,4.18,28.62892,77.21501,729.4,9,0.3,18.7,188.4,ASCENT,0000,SIM
236,2026-06-19 16:18:45,2026,00:00:13,13,546.7,94927.0,21.4,4.17,28.62892,77.21501,762.7,9,-1.7,20.0,205.1,ASCENT,0000,SIM
237,2026-06-19 16:18:46,2026,00:00:14,14,577.9,94573.0,21.2,4.17,28.62892,77.21501,793.9,11,0.7,21.5,218.0,ASCENT,0000,SIM
238,2026-06-19 16:18:47,2026,00:00:15,15,606.8,94245.0,21.1,4.17,28.62892,77.21501,822.8,11,1.1,22.5,234.5,ASCENT,0000,SIM
239,2026-06-19 16:18:48,2026,00:00:16,16,633.2,93945.0,20.9,4.17,28.62892,77.21501,849.2,9,-0.5,23.7,247.3,ASCENT,0000,SIM
240,2026-06-19 16:18:49,2026,00:00:17,17,657.2,93675.0,20.7,4.17,28.62892,77.21501,873.2,12,1.3,24.0,262.1,ASCENT,0000,SIM
241,2026-06-19 16:18:50,2026,00:00:18,18,678.6,93434.0,20.6,4.16,28.62892,77.21501,894.6,10,-1.3,25.1,276.6,ASCENT,0000,SIM
242,2026-06-19 16:18:51,2026,00:00:19,19,697.3,93224.0,20.5,4.16,28.62892,77.21501,913.3,12,-0.5,25.1,291.9,ASCENT,0000,SIM
243,2026-06-19 16:18:52,2026,00:00:20,20,713.3,93044.0,20.4,4.16,28.62892,77.21501,929.3,11,1.5,26.5,307.1,ASCENT,0000,SIM
244,2026-06-19 16:18:53,2026,00:00:21,21,726.4,92897.0,20.3,4.16,28.62892,77.21501,942.4,10,-1.6,26.1,323.7,ASCENT,0000,SIM
245,2026-06-19 16:18:55,2026,00:00:22,22,736.7,92782.0,20.2,4.16,28.62892,77.21501,952.7,10,0.5,30.2,339.0,ASCENT,0000,SIM
246,2026-06-19 16:18:56,2026,00:00:23,23,744.1,92700.0,20.2,4.15,28.62892,77.21501,960.1,12,-0.2,34.1,353.3,ASCENT,0000,SIM
247,2026-06-19 16:18:57,2026,00:00:24,24,748.5,92650.0,20.1,4.15,28.62892,77.21501,964.5,12,0.6,36.4,7.7,ASCENT,0000,SIM
248,2026-06-19 16:18:58,2026,00:00:25,25,750.0,92634.0,20.1,4.15,28.62892,77.21501,966.0,10,-1.5,40.8,23.7,APEX,0000,SIM
249,2026-06-19 16:18:59,2026,00:00:26,26,750.0,92634.0,20.1,4.15,28.62892,77.21501,966.0,9,-1.5,40.8,23.7,DESCENT,1000,SIM
250,2026-06-19 16:19:00,2026,00:00:27,27,735.5,92796.0,20.2,4.15,28.62894,77.215045,951.5,9,11.9,41.4,28.8,DESCENT,1000,SIM
251,2026-06-19 16:19:01,2026,00:00:28,28,720.9,92959.0,20.3,4.14,28.62896,77.21508,936.9,10,11.3,40.4,32.3,DESCENT,1000,SIM
252,2026-06-19 16:19:02,2026,00:00:29,29,706.3,93123.0,20.4,4.14,28.62898,77.215115,922.3,11,10.9,39.6,34.3,DESCENT,1000,SIM
253,2026-06-19 16:19:03,2026,00:00:30,30,691.7,93286.0,20.5,4.14,28.629,77.21515,907.7,9,8.9,42.5,35.2,DESCENT,1000,SIM
254,2026-06-19 16:19:04,2026,00:00:31,31,677.3,93449.0,20.6,4.14,28.62902,77.215185,893.3,12,8.1,43.7,37.4,DESCENT,1000,SIM
255,2026-06-19 16:19:05,2026,00:00:32,32,662.6,93614.0,20.7,4.14,28.62904,77.21522,878.6,10,9.3,47.1,42.2,DESCENT,1000,SIM
256,2026-06-19 16:19:06,2026,00:00:33,33,647.9,93779.0,20.8,4.13,28.62906,77.215255,863.9,12,10.5,49.7,45.8,DESCENT,1000,SIM
257,2026-06-19 16:19:07,2026,00:00:34,34,633.3,93945.0,20.9,4.13,28.62908,77.21529,849.3,11,8.4,50.5,47.4,DESCENT,1000,SIM
258,2026-06-19 16:19:08,2026,00:00:35,35,618.9,94108.0,21.0,4.13,28.6291,77.215325,834.9,12,9.7,49.3,49.1,DESCENT,1000,SIM
259,2026-06-19 16:19:09,2026,00:00:36,36,604.5,94271.0,21.1,4.13,28.62912,77.21536,820.5,12,8.2,50.0,54.1,DESCENT,1000,SIM
260,2026-06-19 16:19:10,2026,00:00:37,37,589.9,94436.0,21.2,4.13,28.62914,77.215395,805.9,12,7.9,53.3,55.5,DESCENT,1000,SIM
261,2026-06-19 16:19:11,2026,00:00:38,38,580.7,94540.0,21.2,4.12,28.62916,77.21543,796.7,12,12.1,54.3,56.1,DESCENT,0000,SIM
262,2026-06-19 16:19:12,2026,00:00:39,39,571.7,94642.0,21.3,4.12,28.62918,77.215465,787.7,11,10.8,55.0,58.0,DESCENT,0000,SIM
